locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNHBCBPK_01815	CDS	819	araQ		COG0395	L-arabinose transport system permease protein AraQ
HNHBCBPK_01816	CDS	879	lacF			Lactose transport system permease protein LacF
HNHBCBPK_01817	CDS	1071	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
HNHBCBPK_01818	CDS	573	ribU		COG3601	Riboflavin transporter RibU
HNHBCBPK_01819	CDS	825	gspA		COG1442	General stress protein A
HNHBCBPK_01820	CDS	321				hypothetical protein
HNHBCBPK_01821	CDS	996	yclQ		COG4607	Petrobactin-binding protein YclQ
HNHBCBPK_01822	CDS	759	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
HNHBCBPK_01823	CDS	960	yclO		COG4605	Petrobactin import system permease protein YclO
HNHBCBPK_01824	CDS	984	yclN		COG4606	Petrobactin import system permease protein YclN
HNHBCBPK_01825	CDS	597	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
HNHBCBPK_01826	CDS	987	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
HNHBCBPK_01827	CDS	384	dhaM-2	2.7.1.121	COG3412	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM
HNHBCBPK_01828	CDS	786				hypothetical protein
HNHBCBPK_01829	CDS	828				hypothetical protein
HNHBCBPK_01830	CDS	999	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
HNHBCBPK_01831	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
HNHBCBPK_01832	CDS	3165				hypothetical protein
HNHBCBPK_01833	CDS	1212	sbcD			Nuclease SbcCD subunit D
HNHBCBPK_01834	CDS	765				hypothetical protein
HNHBCBPK_01835	CDS	369				hypothetical protein
HNHBCBPK_01836	CDS	2409	metH	2.1.1.13	COG0646	Methionine synthase
HNHBCBPK_01837	CDS	675				hypothetical protein
HNHBCBPK_01838	CDS	531				hypothetical protein
HNHBCBPK_01839	CDS	468				hypothetical protein
HNHBCBPK_01840	CDS	759				hypothetical protein
HNHBCBPK_01841	CDS	1965	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
HNHBCBPK_01842	CDS	843	sacY		COG3711	Levansucrase and sucrase synthesis operon antiterminator
HNHBCBPK_01843	CDS	1092				hypothetical protein
HNHBCBPK_01844	CDS	321		2.8.1.-	COG0607	Sulfurtransferase
HNHBCBPK_01845	CDS	198				hypothetical protein
HNHBCBPK_01846	CDS	2505	copA	7.2.2.8		Copper-exporting P-type ATPase
HNHBCBPK_01847	CDS	2316				hypothetical protein
HNHBCBPK_01848	CDS	420	slyA			Transcriptional regulator SlyA
HNHBCBPK_01849	CDS	252				hypothetical protein
HNHBCBPK_01850	CDS	621	azoR_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
HNHBCBPK_01851	CDS	1407	ribZ_1			Riboflavin transporter RibZ
HNHBCBPK_01852	CDS	582				hypothetical protein
HNHBCBPK_01853	CDS	1530	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
HNHBCBPK_01854	CDS	1647	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
HNHBCBPK_01855	CDS	564				hypothetical protein
HNHBCBPK_01856	CDS	1272			COG2256	putative AAA domain-containing protein
HNHBCBPK_01857	CDS	1263	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HNHBCBPK_01858	CDS	1428	rfbX_2		COG2244	Putative O-antigen transporter
HNHBCBPK_01859	CDS	1239				hypothetical protein
HNHBCBPK_01860	CDS	876				hypothetical protein
HNHBCBPK_01861	CDS	1086	rfaB	2.4.1.-	COG0438	Lipopolysaccharide 1,6-galactosyltransferase
HNHBCBPK_01862	CDS	1014	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HNHBCBPK_01863	CDS	969	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HNHBCBPK_01864	CDS	834				hypothetical protein
HNHBCBPK_01865	CDS	1176				hypothetical protein
HNHBCBPK_01866	CDS	699				hypothetical protein
HNHBCBPK_01867	CDS	777	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
HNHBCBPK_01868	CDS	702	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
HNHBCBPK_01869	CDS	831	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
HNHBCBPK_01870	CDS	915	tagU_2	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HNHBCBPK_01871	CDS	1095				hypothetical protein
HNHBCBPK_01872	CDS	393	mscL		COG1970	Large-conductance mechanosensitive channel
HNHBCBPK_01873	CDS	417				hypothetical protein
HNHBCBPK_01874	CDS	543				hypothetical protein
HNHBCBPK_01875	CDS	924				hypothetical protein
HNHBCBPK_01876	CDS	654				hypothetical protein
HNHBCBPK_01877	CDS	816	purR		COG0503	Pur operon repressor
HNHBCBPK_01878	CDS	2127	fus			Elongation factor G
HNHBCBPK_01879	CDS	471	rpsG		COG0049	30S ribosomal protein S7
HNHBCBPK_01880	CDS	414	rpsL		COG0048	30S ribosomal protein S12
HNHBCBPK_01881	CDS	660	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HNHBCBPK_01882	CDS	705	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HNHBCBPK_01883	CDS	765	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HNHBCBPK_01884	CDS	954				hypothetical protein
HNHBCBPK_01885	CDS	882	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
HNHBCBPK_01886	CDS	1179			COG0683	Leu/Ile/Val-binding protein 
HNHBCBPK_01887	CDS	429	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
HNHBCBPK_01888	CDS	783				hypothetical protein
HNHBCBPK_01889	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
HNHBCBPK_01890	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
HNHBCBPK_01891	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
HNHBCBPK_01892	CDS	957	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
HNHBCBPK_01893	CDS	468				hypothetical protein
HNHBCBPK_01894	CDS	984	bioB	2.8.1.6		Biotin synthase
HNHBCBPK_01895	CDS	918	metF_2	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
HNHBCBPK_01896	CDS	2247	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
HNHBCBPK_01897	CDS	924	gltC			HTH-type transcriptional regulator GltC
HNHBCBPK_01898	CDS	897	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
HNHBCBPK_01899	CDS	1155	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
HNHBCBPK_01900	CDS	1275		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
HNHBCBPK_01901	CDS	357				hypothetical protein
HNHBCBPK_01902	CDS	1026	aes	3.1.1.-		Acetyl esterase
HNHBCBPK_01903	CDS	1722				hypothetical protein
HNHBCBPK_01904	CDS	1236	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
HNHBCBPK_01905	CDS	375				hypothetical protein
HNHBCBPK_01906	CDS	198				hypothetical protein
HNHBCBPK_01907	CDS	360				hypothetical protein
HNHBCBPK_01908	CDS	576	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HNHBCBPK_01909	CDS	210				hypothetical protein
HNHBCBPK_01910	CDS	534				hypothetical protein
HNHBCBPK_01911	CDS	597				hypothetical protein
HNHBCBPK_01912	CDS	603				hypothetical protein
HNHBCBPK_01913	CDS	1545				hypothetical protein
HNHBCBPK_01914	CDS	975	ykoT	2.4.-.-		putative glycosyltransferase YkoT
HNHBCBPK_01915	CDS	612				hypothetical protein
HNHBCBPK_01916	CDS	468				hypothetical protein
HNHBCBPK_01917	CDS	399				hypothetical protein
HNHBCBPK_01918	CDS	396				hypothetical protein
HNHBCBPK_01919	CDS	1074	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
HNHBCBPK_01920	CDS	1707				hypothetical protein
HNHBCBPK_01921	CDS	270	tdh	1.1.1.103		L-threonine 3-dehydrogenase
HNHBCBPK_01922	CDS	774	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
HNHBCBPK_01923	CDS	456				hypothetical protein
HNHBCBPK_01924	CDS	1323	pepC	3.4.22.40	COG3579	Aminopeptidase C
HNHBCBPK_01925	CDS	579	nadD_2	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
HNHBCBPK_01926	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
HNHBCBPK_01927	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
HNHBCBPK_01928	CDS	681	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HNHBCBPK_01929	CDS	273				hypothetical protein
HNHBCBPK_01930	CDS	561	act	3.-.-.-		Methanol dehydrogenase activator
HNHBCBPK_01931	CDS	1380	glmU		COG1207	Bifunctional protein GlmU
HNHBCBPK_01932	CDS	273				hypothetical protein
HNHBCBPK_01933	CDS	603				hypothetical protein
HNHBCBPK_01934	CDS	234				hypothetical protein
HNHBCBPK_01935	CDS	831				hypothetical protein
HNHBCBPK_01936	CDS	114				hypothetical protein
HNHBCBPK_01937	CDS	2124	amyX	3.2.1.41	COG1523	Pullulanase
HNHBCBPK_01938	CDS	756				hypothetical protein
HNHBCBPK_01939	CDS	1518	ribZ_2			Riboflavin transporter RibZ
HNHBCBPK_01940	CDS	579				hypothetical protein
HNHBCBPK_01941	CDS	429				hypothetical protein
HNHBCBPK_01942	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
HNHBCBPK_01943	CDS	486				hypothetical protein
HNHBCBPK_01944	CDS	171				hypothetical protein
HNHBCBPK_01945	CDS	438	elaA_2		COG2153	Protein ElaA
HNHBCBPK_01946	CDS	405				hypothetical protein
HNHBCBPK_01947	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
HNHBCBPK_01948	CDS	1479	amyS	3.2.1.1		Alpha-amylase
HNHBCBPK_01949	CDS	600	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
HNHBCBPK_01950	CDS	1758			COG1132	putative ABC transporter ATP-binding protein
HNHBCBPK_01951	CDS	1719			COG1132	putative ABC transporter ATP-binding protein
HNHBCBPK_01952	CDS	438	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
HNHBCBPK_01953	CDS	609				hypothetical protein
HNHBCBPK_01954	CDS	912				hypothetical protein
HNHBCBPK_01955	CDS	633	tmung	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
HNHBCBPK_01956	CDS	2160	ppk_2	2.7.4.1		Polyphosphate kinase
HNHBCBPK_01957	CDS	1371				hypothetical protein
HNHBCBPK_01958	CDS	1356				hypothetical protein
HNHBCBPK_01959	CDS	699				hypothetical protein
HNHBCBPK_01960	CDS	627				hypothetical protein
HNHBCBPK_01961	CDS	666				hypothetical protein
HNHBCBPK_01962	CDS	489				hypothetical protein
HNHBCBPK_01963	CDS	1005				hypothetical protein
HNHBCBPK_01964	CDS	435				hypothetical protein
HNHBCBPK_01965	CDS	747				hypothetical protein
HNHBCBPK_01966	CDS	621	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
HNHBCBPK_01967	CDS	795	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
HNHBCBPK_01968	CDS	1434	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
HNHBCBPK_01969	CDS	498	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
HNHBCBPK_01970	CDS	855		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
HNHBCBPK_01971	CDS	777	yokD_2	2.3.1.-	COG2746	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
HNHBCBPK_01972	CDS	501				hypothetical protein
HNHBCBPK_01973	CDS	303				hypothetical protein
HNHBCBPK_01974	CDS	558				hypothetical protein
HNHBCBPK_01975	CDS	267				hypothetical protein
HNHBCBPK_01976	CDS	360				hypothetical protein
HNHBCBPK_01977	CDS	939	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
HNHBCBPK_01978	CDS	162				hypothetical protein
HNHBCBPK_01979	CDS	741				hypothetical protein
HNHBCBPK_01980	CDS	738				hypothetical protein
HNHBCBPK_01981	CDS	906	bcrA_2			Bacitracin transport ATP-binding protein BcrA
HNHBCBPK_01982	CDS	684	srrA		COG0745	Transcriptional regulatory protein SrrA
HNHBCBPK_01983	CDS	1701		3.2.1.54	COG0366	Cyclomaltodextrinase
HNHBCBPK_01984	CDS	1344	mepA_2			Multidrug export protein MepA
HNHBCBPK_01985	CDS	393	iscR			HTH-type transcriptional regulator IscR
HNHBCBPK_01986	CDS	558				hypothetical protein
HNHBCBPK_01987	CDS	522				hypothetical protein
HNHBCBPK_01988	CDS	561				hypothetical protein
HNHBCBPK_01989	CDS	204				hypothetical protein
HNHBCBPK_01990	CDS	1065				hypothetical protein
HNHBCBPK_01991	CDS	930				hypothetical protein
HNHBCBPK_01992	CDS	348	rplS		COG0335	50S ribosomal protein L19
HNHBCBPK_01993	CDS	429	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
HNHBCBPK_01994	CDS	765	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
HNHBCBPK_01995	CDS	1203	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
HNHBCBPK_01996	CDS	597	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
HNHBCBPK_01997	CDS	768	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
HNHBCBPK_01998	CDS	1023	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
HNHBCBPK_01999	CDS	585	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
HNHBCBPK_02000	CDS	1374	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
HNHBCBPK_02001	CDS	159				hypothetical protein
HNHBCBPK_02002	CDS	1200	yknZ		COG0577	putative ABC transporter permease YknZ
HNHBCBPK_02003	CDS	687	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
HNHBCBPK_02004	CDS	1182	yknX_2		COG0845	Putative efflux system component YknX
HNHBCBPK_02005	CDS	468				hypothetical protein
HNHBCBPK_02006	CDS	144				hypothetical protein
HNHBCBPK_02007	CDS	663				hypothetical protein
HNHBCBPK_02008	CDS	657				hypothetical protein
HNHBCBPK_02009	CDS	864	ytrB_2		COG1131	ABC transporter ATP-binding protein YtrB
HNHBCBPK_02010	CDS	378	ytrA_3		COG1725	HTH-type transcriptional repressor YtrA
HNHBCBPK_02011	CDS	522	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
HNHBCBPK_02012	CDS	501				hypothetical protein
HNHBCBPK_02013	CDS	474				hypothetical protein
HNHBCBPK_02014	CDS	633	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
HNHBCBPK_02015	CDS	603	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
HNHBCBPK_02016	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
HNHBCBPK_02017	CDS	750				hypothetical protein
HNHBCBPK_02018	CDS	13131				hypothetical protein
HNHBCBPK_02019	CDS	1569	prfC			Peptide chain release factor 3
HNHBCBPK_02020	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
HNHBCBPK_02021	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
HNHBCBPK_02022	CDS	597	recR		COG0353	Recombination protein RecR
HNHBCBPK_02023	CDS	2115	penA		COG0768	Penicillin-binding protein 2B
HNHBCBPK_02024	CDS	240				hypothetical protein
HNHBCBPK_02025	CDS	696	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HNHBCBPK_02026	CDS	906				hypothetical protein
HNHBCBPK_02027	CDS	951	yxeB		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
HNHBCBPK_02028	CDS	954	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
HNHBCBPK_02029	CDS	966	fpuB		COG0609	Petrobactin import system permease protein FpuB
HNHBCBPK_02030	CDS	753	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
HNHBCBPK_02031	CDS	279				hypothetical protein
HNHBCBPK_02032	CDS	1434	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
HNHBCBPK_02033	CDS	1446	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
HNHBCBPK_02034	CDS	306	gatC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
HNHBCBPK_02035	CDS	1749	aspS_2	6.1.1.12		Aspartate--tRNA ligase
HNHBCBPK_02036	CDS	804	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
HNHBCBPK_02037	CDS	498				hypothetical protein
HNHBCBPK_02038	CDS	522				hypothetical protein
HNHBCBPK_02039	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
HNHBCBPK_02040	CDS	972	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
HNHBCBPK_02041	CDS	1119	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
HNHBCBPK_02042	CDS	348				hypothetical protein
HNHBCBPK_02043	CDS	1188	tuf			Elongation factor Tu
HNHBCBPK_02044	CDS	3516	smc_2			Chromosome partition protein Smc
HNHBCBPK_02045	CDS	528				hypothetical protein
HNHBCBPK_02046	CDS	516	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
HNHBCBPK_02047	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
HNHBCBPK_02048	CDS	822	proB	2.7.2.11	COG0263	Glutamate 5-kinase 1
HNHBCBPK_02049	CDS	162				hypothetical protein
HNHBCBPK_02050	CDS	156				hypothetical protein
HNHBCBPK_02051	CDS	618				hypothetical protein
HNHBCBPK_02052	CDS	1398				hypothetical protein
HNHBCBPK_02053	CDS	765	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
HNHBCBPK_02054	CDS	771				hypothetical protein
HNHBCBPK_02055	CDS	828				hypothetical protein
HNHBCBPK_02056	CDS	1119	hemW		COG0635	Heme chaperone HemW
HNHBCBPK_02057	CDS	945	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
HNHBCBPK_02058	CDS	918	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
HNHBCBPK_02059	CDS	273				hypothetical protein
HNHBCBPK_02060	CDS	2325	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
HNHBCBPK_02061	CDS	135				hypothetical protein
HNHBCBPK_02062	CDS	456				hypothetical protein
HNHBCBPK_02063	CDS	606				hypothetical protein
HNHBCBPK_02064	CDS	687				hypothetical protein
HNHBCBPK_02065	CDS	699	cah	4.2.1.1	COG3338	Carbonic anhydrase
HNHBCBPK_02066	CDS	573	rfbC_2	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
HNHBCBPK_02067	CDS	372				hypothetical protein
HNHBCBPK_02068	CDS	2622	alaS	6.1.1.7		Alanine--tRNA ligase
HNHBCBPK_02069	CDS	513				hypothetical protein
HNHBCBPK_02070	CDS	936	prsA	5.2.1.8	COG0760	Foldase protein PrsA
HNHBCBPK_02071	CDS	711	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
HNHBCBPK_02072	CDS	1809	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
HNHBCBPK_02073	CDS	978				hypothetical protein
HNHBCBPK_02074	CDS	1089				hypothetical protein
HNHBCBPK_02075	CDS	1104	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
HNHBCBPK_02076	CDS	735	glnQ_5			Glutamine transport ATP-binding protein GlnQ
HNHBCBPK_02077	CDS	687	yecS_3		COG0765	L-cystine transport system permease protein YecS
HNHBCBPK_02078	CDS	135				hypothetical protein
HNHBCBPK_02079	CDS	381				hypothetical protein
HNHBCBPK_02080	CDS	474				hypothetical protein
HNHBCBPK_02081	CDS	897	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
HNHBCBPK_02082	CDS	828	artP_2		COG0834	Arginine-binding extracellular protein ArtP
HNHBCBPK_02083	CDS	1989	uvrB_2		COG0556	UvrABC system protein B
HNHBCBPK_02084	tRNA	90				tRNA-Ser(gct)
HNHBCBPK_02085	tRNA	75				tRNA-Ile(gat)
HNHBCBPK_02086	tRNA	73				tRNA-Gly(tcc)
HNHBCBPK_02087	tRNA	75				tRNA-Phe(gaa)
HNHBCBPK_02088	tRNA	74				tRNA-Met(cat)
HNHBCBPK_02089	tRNA	76				tRNA-Met(cat)
HNHBCBPK_02090	tRNA	74				tRNA-Pro(tgg)
HNHBCBPK_02091	tRNA	74				tRNA-Arg(acg)
HNHBCBPK_02092	tRNA	86				tRNA-Leu(taa)
HNHBCBPK_02093	tRNA	72				tRNA-Gly(gcc)
HNHBCBPK_02094	tRNA	73				tRNA-Thr(tgt)
HNHBCBPK_02095	tRNA	82				tRNA-Leu(tag)
HNHBCBPK_02096	tRNA	73				tRNA-Lys(ttt)
